id,title,genres,keywords,cast,vote_average,vote_count,soup
87101,Terminator Genisys,science fiction action thriller adventure,saving the world artificial intelligence cyborg killer robot future,arnold schwarzenegger jason clarke emilia clarke jai courtney jk simmons,5.8,3631,saving the world artificial intelligence cyborg killer robot future arnold schwarzenegger jason clarke emilia clarke jai courtney jk simmons science fiction action thriller adventure
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,adventure family fantasy,based on novel magic good vs evil king narnia,skandar keynes georgie henley simon pegg gary sweet arthur angel,6.2,1514,based on novel magic good vs evil king narnia skandar keynes georgie henley simon pegg gary sweet arthur angel adventure family fantasy
676,Pearl Harbor,history romance war,nurse patriotism hawaii world war ii pilot,ben affleck josh hartnett kate beckinsale cuba gooding jr jon voight,6.6,1791,nurse patriotism hawaii world war ii pilot ben affleck josh hartnett kate beckinsale cuba gooding jr jon voight history romance war
1858,Transformers,adventure science fiction action,destroy transformation alien based on toy transformers,shia labeouf josh duhamel megan fox rachael taylor tyrese gibson,6.6,4040,destroy transformation alien based on toy transformers shia labeouf josh duhamel megan fox rachael taylor tyrese gibson adventure science fiction action
1966,Alexander,war history action adventure drama,aristotle egypt greece persia elephant,colin farrell angelina jolie val kilmer jared leto jonathan rhys meyers,5.6,927,aristotle egypt greece persia elephant colin farrell angelina jolie val kilmer jared leto jonathan rhys meyers war history action adventure drama
675,Harry Potter and the Order of the Phoenix,adventure fantasy family mystery,prophecy witch loss of lover magic cutting the cord,daniel radcliffe rupert grint emma watson michael gambon ralph fiennes,7.4,5494,prophecy witch loss of lover magic cutting the cord daniel radcliffe rupert grint emma watson michael gambon ralph fiennes adventure fantasy family mystery
674,Harry Potter and the Goblet of Fire,adventure fantasy family,magic dying and death broom sorcerers apprentice school of witchcraft,daniel radcliffe rupert grint emma watson ralph fiennes michael gambon,7.5,5608,magic dying and death broom sorcerers apprentice school of witchcraft daniel radcliffe rupert grint emma watson ralph fiennes michael gambon adventure fantasy family
8960,Hancock,fantasy action,flying alcohol love of ones life forbidden love lovers,will smith charlize theron jason bateman jae head eddie marsan,6.2,2961,flying alcohol love of ones life forbidden love lovers will smith charlize theron jason bateman jae head eddie marsan fantasy action
6479,I Am Legend,drama horror action thriller science fiction,saving the world lost civilisation postapocalyptic dystopia matter of life and death,will smith alice braga charlie tahan salli richardsonwhitfield willow smith,6.9,4853,saving the world lost civilisation postapocalyptic dystopia matter of life and death will smith alice braga charlie tahan salli richardsonwhitfield willow smith drama horror action thriller science fiction
118,Charlie and the Chocolate Factory,adventure comedy family fantasy,london england father son relationship chocolate factory worker based on novel,johnny depp freddie highmore david kelly annasophia robb julia winter,6.7,3624,london england father son relationship chocolate factory worker based on novel johnny depp freddie highmore david kelly annasophia robb julia winter adventure comedy family fantasy
2062,Ratatouille,animation comedy family fantasy,paris brother brother relationship expensive restaurant river cook,patton oswalt ian holm lou romano brian dennehy peter sohn,7.5,4369,paris brother brother relationship expensive restaurant river cook patton oswalt ian holm lou romano brian dennehy peter sohn animation comedy family fantasy
272,Batman Begins,action crime drama,himalaya martial arts dc comics crime fighter secret identity,christian bale michael caine liam neeson katie holmes gary oldman,7.5,7359,himalaya martial arts dc comics crime fighter secret identity christian bale michael caine liam neeson katie holmes gary oldman action crime drama
10527,Madagascar: Escape 2 Africa,family animation,africa jealousy dance hunger lion,ben stiller jada pinkett smith david schwimmer chris rock cedric the entertainer,6.2,1810,africa jealousy dance hunger lion ben stiller jada pinkett smith david schwimmer chris rock cedric the entertainer family animation
18360,Night at the Museum: Battle of the Smithsonian,adventure fantasy action comedy family,museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian,ben stiller amy adams owen wilson hank azaria robin williams,5.9,1971,museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian ben stiller amy adams owen wilson hank azaria robin williams adventure fantasy action comedy family
2080,X-Men Origins: Wolverine,adventure action thriller science fiction,corruption mutant boxer army marvel comic,hugh jackman liev schreiber danny huston lynn collins ryan reynolds,6.2,4021,corruption mutant boxer army marvel comic hugh jackman liev schreiber danny huston lynn collins ryan reynolds adventure action thriller science fiction
605,The Matrix Revolutions,adventure action thriller science fiction,saving the world artificial intelligence man vs machine flying philosophy,keanu reeves laurence fishburne carrieanne moss hugo weaving mary alice,6.4,3096,saving the world artificial intelligence man vs machine flying philosophy keanu reeves laurence fishburne carrieanne moss hugo weaving mary alice adventure action thriller science fiction
109445,Frozen,animation adventure family,queen musical princess betrayal snowman,kristen bell idina menzel jonathan groff josh gad santino fontana,7.3,5295,queen musical princess betrayal snowman kristen bell idina menzel jonathan groff josh gad santino fontana animation adventure family
604,The Matrix Reloaded,adventure action thriller science fiction,saving the world artificial intelligence man vs machine martial arts kung fu,keanu reeves carrieanne moss laurence fishburne hugo weaving helmut bakaitis,6.7,3443,saving the world artificial intelligence man vs machine martial arts kung fu keanu reeves carrieanne moss laurence fishburne hugo weaving helmut bakaitis adventure action thriller science fiction
76338,Thor: The Dark World,action adventure fantasy,marvel comic superhero based on comic book hostile takeover norse mythology,chris hemsworth natalie portman tom hiddleston anthony hopkins christopher eccleston,6.8,4755,marvel comic superhero based on comic book hostile takeover norse mythology chris hemsworth natalie portman tom hiddleston anthony hopkins christopher eccleston action adventure fantasy
76341,Mad Max: Fury Road,action adventure science fiction thriller,future chase postapocalyptic dystopia australia,tom hardy charlize theron nicholas hoult hugh keaysbyrne josh helman,7.2,9427,future chase postapocalyptic dystopia australia tom hardy charlize theron nicholas hoult hugh keaysbyrne josh helman action adventure science fiction thriller
13448,Angels & Demons,thriller mystery,rome vatican based on novel symbolism christian,tom hanks ewan mcgregor ayelet zurer stellan skarsguerd pierfrancesco favino,6.5,2129,rome vatican based on novel symbolism christian tom hanks ewan mcgregor ayelet zurer stellan skarsguerd pierfrancesco favino thriller mystery
10195,Thor,adventure fantasy action,new mexico banishment shield marvel comic hammer,chris hemsworth natalie portman tom hiddleston anthony hopkins stellan skarsguerd,6.6,6525,new mexico banishment shield marvel comic hammer chris hemsworth natalie portman tom hiddleston anthony hopkins stellan skarsguerd adventure fantasy action
13053,Bolt,animation family adventure comedy,hamster kids and family animal cat vs dog duringcreditsstinger,john travolta miley cyrus susie essman mark walton malcolm mcdowell,6.3,1750,hamster kids and family animal cat vs dog duringcreditsstinger john travolta miley cyrus susie essman mark walton malcolm mcdowell animation family adventure comedy
19585,G-Force,fantasy action adventure family comedy,dyr duringcreditsstinger,sam rockwell penuelope cruz tracy morgan jon favreau steve buscemi,5.1,510,dyr duringcreditsstinger sam rockwell penuelope cruz tracy morgan jon favreau steve buscemi fantasy action adventure family comedy
57165,Wrath of the Titans,adventure,underworld hades mythology greek mythology zeus,sam worthington liam neeson ralph fiennes edgar ramuedrez toby kebbell,5.5,1431,underworld hades mythology greek mythology zeus sam worthington liam neeson ralph fiennes edgar ramuedrez toby kebbell adventure
62213,Dark Shadows,comedy fantasy,witch imprisonment vampire curse fish out of water,johnny depp michelle pfeiffer helena bonham carter jackie earle haley jonny lee miller,5.7,2320,witch imprisonment vampire curse fish out of water johnny depp michelle pfeiffer helena bonham carter jackie earle haley jonny lee miller comedy fantasy
