id,title,genres,keywords,cast,vote_average,vote_count
7552,Fun with Dick and Jane,Comedy,based on novel desperation robber hold-up robbery remake,Jim Carrey T\u00e9a Leoni Alec Baldwin Richard Jenkins Angie Harmon,5.9,627
616,The Last Samurai,Drama Action War History,japan war crimes sense of guilt swordplay general,Tom Cruise Ken Watanabe William Atherton Chad Lindberg Billy Connolly,7.3,1895
147441,Exodus: Gods and Kings,Adventure Drama Action,moses bible ancient egypt 3d ramses,Christian Bale Joel Edgerton John Turturro Aaron Paul Ben Mendelsohn,5.6,1921
13475,Star Trek,Science Fiction Action Adventure,spacecraft teleportation space mission parachute time travel,Chris Pine Zachary Quinto Leonard Nimoy Eric Bana Bruce Greenwood,7.4,4518
557,Spider-Man,Fantasy Action,loss of lover spider thanksgiving bad boss hostility,Tobey Maguire Willem Dafoe Kirsten Dunst James Franco Cliff Robertson,6.8,5265
82702,How to Train Your Dragon 2,Fantasy Action Adventure Animation Comedy,father son relationship wife husband relationship sacrifice viking sequel,Jay Baruchel Gerard Butler Kristen Wiig Jonah Hill Cate Blanchett,7.6,3106
205584,Gods of Egypt,Fantasy,egypt underworld fight mythology nile,Brenton Thwaites Nikolaj Coster-Waldau Gerard Butler Courtney Eaton Elodie Yung,5.3,1277
10048,Stealth,Action,artificial intelligence u.s. navy aftercreditsstinger,Josh Lucas Jessica Biel Jamie Foxx Sam Shepard Richard Roxburgh,4.9,331
13183,Watchmen,Action Mystery Science Fiction,dc comics secret identity mass murder retirement based on comic book,Malin \u00c5kerman Billy Crudup Carla Gugino Jeffrey Dean Morgan Patrick Wilson,7.0,2811
944,Lethal Weapon 4,Action Adventure Comedy Crime Thriller,lapd house on fire revolver,Mel Gibson Danny Glover Joe Pesci Rene Russo Jet Li,6.3,767
1927,Hulk,Drama Action Science Fiction,california san francisco monster general gun,Eric Bana Jennifer Connelly Sam Elliott Josh Lucas Nick Nolte,5.3,1533
72559,G.I. Joe: Retaliation,Adventure Action Science Fiction Thriller,terror assassin secret technology missile,Dwayne Johnson D.J. Cotrona Adrianne Palicki Bruce Willis Ray Park,5.4,3025
7364,Sahara,Action Adventure Comedy Drama Mystery,tyrant ironclad ship,Matthew McConaughey Pen\u00e9lope Cruz Steve Zahn William H. Macy Lennie James,5.7,434
2114,Final Fantasy: The Spirits Within,Adventure Action Animation Fantasy Science Fiction,battle assignment dystopia alien downfall scientist,Donald Sutherland Ming-Na Wen Alec Baldwin Ving Rhames Steve Buscemi,5.9,433
1771,Captain America: The First Avenger,Action Adventure Science Fiction,new york usa world war ii nazis marvel comic,Chris Evans Hugo Weaving Tommy Lee Jones Hayley Atwell Sebastian Stan,6.6,7047
36643,The World Is Not Enough,Adventure Action Thriller,british mission oil heiress bilbao spain,Pierce Brosnan Sophie Marceau Robert Carlyle Denise Richards Robbie Coltrane,6.0,862
8619,Master and Commander: The Far Side of the World,Adventure,naturalist frigate self surgery sea battle weevil,Russell Crowe Paul Bettany James D'Arcy Billy Boyd Joseph Morgan,6.9,790
50620,The Twilight Saga: Breaking Dawn - Part 2,Adventure Fantasy Drama Romance,vampire romance villainess super strength imprinting,Kristen Stewart Robert Pattinson Taylor Lautner Peter Facinelli Elizabeth Reaser,6.1,2553
65759,Happy Feet Two,Animation Comedy Family,penguin musical aftercreditsstinger 3d,Elijah Wood Robin Williams Pink E.G. Daily Johnny A. Sanchez,5.8,373
1724,The Incredible Hulk,Science Fiction Action Adventure,new york rio de janeiro marvel comic superhero based on comic book,Edward Norton Liv Tyler Tim Roth William Hurt Tim Blake Nelson,6.1,3021
267935,The BFG,Adventure Family Fantasy,london england england based on novel queen little girl,Ruby Barnhill Mark Rylance Rebecca Hall Jemaine Clement Bill Hader,6.0,1000
281957,The Revenant,Western Drama Adventure Thriller,father son relationship rape based on novel mountains winter,Leonardo DiCaprio Tom Hardy Will Poulter Domhnall Gleeson Paul Anderson,7.3,6396
77950,Turbo,Animation Family,underdog car race dream speed power,Ryan Reynolds Paul Giamatti Michael Pe\u00f1a Samuel L. Jackson Luis Guzm\u00e1n,6.1,1074
44896,Rango,Animation Comedy Family Western Adventure,sheriff nevada pet rango chameleon,Johnny Depp Isla Fisher Ned Beatty Bill Nighy Alfred Molina,6.6,2051
270946,Penguins of Madagascar,Family Animation Adventure Comedy,penguin madagascar 3d,Tom McGrath Chris Miller Christopher Knights Conrad Vernon John Malkovich,6.5,1346
2503,The Bourne Ultimatum,Action Drama Mystery Thriller,paris corruption madrid assassin based on novel,Matt Damon Julia Stiles David Strathairn Scott Glenn Paddy Considine,7.3,2888
9502,Kung Fu Panda,Adventure Animation Family Comedy,china martial arts kung fu mentor snake,Jack Black Dustin Hoffman Angelina Jolie Jackie Chan Lucy Liu,6.9,3145
102899,Ant-Man,Science Fiction Action Adventure,marvel comic superhero based on comic book aftercreditsstinger duringcreditsstinger,Paul Rudd Michael Douglas Evangeline Lilly Corey Stoll Bobby Cannavale,7.0,5880
101299,The Hunger Games: Catching Fire,Adventure Action Science Fiction,competition based on novel mentor secret factory,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,7.4,6495
228161,Home,Fantasy Comedy Animation Science Fiction Family,friendship spaceship space alien alien invasion,Jim Parsons Rihanna Steve Martin Jennifer Lopez Matt Jones,6.8,1519
74,War of the Worlds,Adventure Thriller Science Fiction,post traumatic stress  disorder new jersey airplane dystopia daughter,Tom Cruise Dakota Fanning Miranda Otto Justin Chatwin Tim Robbins,6.2,2322
8961,Bad Boys II,Adventure Action Comedy Thriller Crime,miami ku klux klan cuba undercover mexican standoff,Martin Lawrence Will Smith Jordi Moll\u00e0 Gabrielle Union Peter Stormare,6.3,1564
417859,Puss in Boots,Action Adventure Animation Family Fantasy,adventure fairy-tale figure,Antonio Banderas Salma Hayek Zach Galifianakis Billy Bob Thornton Amy Sedaris,6.4,451
27576,Salt,Action Mystery Thriller,assassination spy cia kidnapping cold war,Angelina Jolie Liev Schreiber Chiwetel Ejiofor Daniel Olbrychski August Diehl,6.2,2093
86834,Noah,Drama Adventure,bible god noah 3d,Russell Crowe Jennifer Connelly Emma Watson Logan Lerman Anthony Hopkins,5.6,2350
17578,The Adventures of Tintin,Adventure Animation Mystery,riddle captain treasure liquor treasure hunt,Jamie Bell Andy Serkis Daniel Craig Nick Frost Simon Pegg,6.7,2061
673,Harry Potter and the Prisoner of Azkaban,Adventure Fantasy Family,flying traitor magic cutting the cord child hero,Daniel Radcliffe Rupert Grint Emma Watson Gary Oldman David Thewlis,7.7,5877
6972,Australia,Drama,missionary world war ii ranch australia british,Nicole Kidman Hugh Jackman Essie Davis David Wenham Bryan Brown,6.3,694
82700,After Earth,Science Fiction Action Adventure,dystopia,Jaden Smith Will Smith Sophie Okonedo Zo\u00eb Kravitz Glenn Morshower,5.0,2532
10567,Dinosaur,Animation Family,cataclysm asteroid leader comet animation,D. B. Sweeney Alfre Woodard Ossie Davis Max Casella Hayden Panettiere,6.2,542
181533,Night at the Museum: Secret of the Tomb,Adventure Comedy Fantasy Family,night watchman museum natural history history smithsonian,Ben Stiller Rami Malek Rebel Wilson Robin Williams Owen Wilson,6.1,1851
38055,Megamind,Animation Action Comedy Family Science Fiction,saving the world date prison secret identity fish,Will Ferrell Brad Pitt Tina Fey Jonah Hill David Cross,6.7,1918
671,Harry Potter and the Philosopher's Stone,Adventure Fantasy Family,witch christmas party magic cutting the cord halloween,Daniel Radcliffe Rupert Grint Emma Watson Richard Harris Tom Felton,7.5,7006
49524,R.I.P.D.,Fantasy Action Comedy Crime,gold police operation partner revenge undead,Jeff Bridges Ryan Reynolds Kevin Bacon Stephanie Szostak Mary-Louise Parker,5.4,1260
22,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure Fantasy Action,exotic island blacksmith east india trading company gold marriage proposal,Johnny Depp Geoffrey Rush Orlando Bloom Keira Knightley Jack Davenport,7.5,6985
131631,The Hunger Games: Mockingjay - Part 1,Science Fiction Adventure Thriller,resistance post-apocalyptic dystopia war sequel,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Donald Sutherland,6.6,5584
591,The Da Vinci Code,Thriller Mystery,paris holy grail christianity monk based on novel,Tom Hanks Audrey Tautou Ian McKellen Paul Bettany Jean Reno,6.5,2704
172385,Rio 2,Animation Adventure Comedy Family,bird sequel jungle audition amazon rainforest,Jesse Eisenberg Anne Hathaway Leslie Mann Jamie Foxx Andy Garc\u00eda,6.3,978
36658,X2,Adventure Action Science Fiction Thriller,mutant marvel comic superhero based on comic book superhuman,Patrick Stewart Hugh Jackman Ian McKellen Halle Berry Famke Janssen,6.8,3506
51497,Fast Five,Action Thriller Crime,brazil fbi freedom escape from prison car crash,Vin Diesel Paul Walker Jordana Brewster Tyrese Gibson Ludacris,7.1,2438
58574,Sherlock Holmes: A Game of Shadows,Adventure Action Crime Mystery,detective inspector steampunk criminal mastermind,Robert Downey Jr. Jude Law Jared Harris Noomi Rapace Kelly Reilly,7.0,3886
18823,Clash of the Titans,Adventure Fantasy Action,hades mythology greek mythology zeus medusa,Sam Worthington Liam Neeson Ralph Fiennes Gemma Arterton Jason Flemyng,5.6,2233
861,Total Recall,Action Adventure Science Fiction,oxygen falsely accused resistance mars double life,Arnold Schwarzenegger Sharon Stone Rachel Ticotin Ronny Cox Michael Ironside,7.1,1710
1911,The 13th Warrior,Adventure Fantasy Action,witch cave arabian scandinavia bagdad,Antonio Banderas Vladimir Kulich Dennis Storh\u00f8i Daniel Southern Clive Russell,6.4,510
49040,The Bourne Legacy,Action Thriller,assassin wolf maryland suicide by gunshot rooftop,Jeremy Renner Rachel Weisz Edward Norton Scott Glenn Stacy Keach,6.0,2651
415,Batman & Robin,Action Crime Fantasy,double life dc comics dual identity crime fighter fictional place,George Clooney Chris O'Donnell Arnold Schwarzenegger Uma Thurman Alicia Silverstone,4.2,1418
8871,How the Grinch Stole Christmas,Family Comedy Fantasy,holiday christmas party new love santa claus village,Jim Carrey Taylor Momsen Jeffrey Tambor Christine Baranski Bill Irwin,6.2,1386
435,The Day After Tomorrow,Action Adventure Science Fiction Thriller,saving the world library cataclysm climate change greenhouse effect,Dennis Quaid Jake Gyllenhaal Emmy Rossum Dash Mihok Jay O. Sanders,6.2,2392
955,Mission: Impossible II,Adventure Action Thriller,terror spain cia helicopter secret identity,Tom Cruise Dougray Scott Thandie Newton Ving Rhames Richard Roxburgh,5.9,1928
2133,The Perfect Storm,Drama,u.s. air force grocery jamaican meteorologist rescue boat,George Clooney Mark Wahlberg Diane Lane John C. Reilly William Fichtner,6.2,597
1979,Fantastic 4: Rise of the Silver Surfer,Adventure Fantasy Action Thriller,fire helicopter surfboard mask satellite,Ioan Gruffudd Jessica Alba Chris Evans Michael Chiklis Julian McMahon,5.4,2589
87827,Life of Pi,Adventure Drama Action,ocean shipwreck hindu tiger faith,Suraj Sharma Irrfan Khan Ayush Tandon Gautam Belur Adil Hussain,7.2,5797
1250,Ghost Rider,Thriller Action Fantasy Horror,mephisto religion and supernatural dying and death devil's son ghost world,Nicolas Cage Eva Mendes Wes Bentley Donal Logue Sam Elliott,5.2,1712
324668,Jason Bourne,Action Thriller,assassin amnesia flashback,Matt Damon Alicia Vikander Tommy Lee Jones Vincent Cassel Julia Stiles,5.9,2341
9471,Charlie's Angels: Full Throttle,Action Adventure Comedy,robbery secret identity secret agent,Cameron Diaz Drew Barrymore Lucy Liu Bernie Mac Robert Patrick,5.2,914
70981,Prometheus,Science Fiction Adventure Mystery,android dystopia alien spin off creation,Noomi Rapace Michael Fassbender Guy Pearce Idris Elba Logan Marshall-Green,6.3,5080
10996,Stuart Little 2,Family Adventure Animation Comedy,mouse falcon bird friendship family,Michael J. Fox Geena Davis Hugh Laurie Jonathan Lipnicki Anna Hoelck,5.4,613
68724,Elysium,Science Fiction Action Drama Thriller,dystopia space station class conflict,Matt Damon Jodie Foster Sharlto Copley Alice Braga Diego Luna,6.4,3439
2789,The Chronicles of Riddick,Action Science Fiction,prison dystopia matter of life and death outer space intergalactic travel,Vin Diesel Thandie Newton Karl Urban Colm Feore Linus Roache,6.3,1570
97020,RoboCop,Action Science Fiction,cyborg future dystopia police remake,Joel Kinnaman Gary Oldman Michael Keaton Abbie Cornish Jackie Earle Haley,5.7,2342
7459,Speed Racer,Action Family Science Fiction,car race loss of brother chimp family duringcreditsstinger,Emile Hirsch Christina Ricci Matthew Fox Susan Sarandon Scott Porter,5.7,354
42888,How Do You Know,Comedy Drama Romance,love triangle baseball athlete aftercreditsstinger,Reese Witherspoon Paul Rudd Owen Wilson Jack Nicholson Kathryn Hahn,4.9,223
37834,Knight and Day,Action Comedy,spy airport gas station garage pilot,Tom Cruise Cameron Diaz Peter Sarsgaard Viola Davis Jordi Moll\u00e0,5.9,1547
75612,Oblivion,Action Science Fiction Adventure Mystery,spacecraft dystopia space drone imax,Tom Cruise Morgan Freeman Olga Kurylenko Andrea Riseborough Nikolaj Coster-Waldau,6.4,4800
1895,Star Wars: Episode III - Revenge of the Sith,Science Fiction Adventure Action,showdown death star vision cult figure hatred,Ewan McGregor Natalie Portman Hayden Christensen Ian McDiarmid Samuel L. Jackson,7.1,4116
1894,Star Wars: Episode II - Attack of the Clones,Adventure Action Science Fiction,senate investigation army death star jedi,Ewan McGregor Natalie Portman Hayden Christensen Ian McDiarmid Samuel L. Jackson,6.4,3992
585,"Monsters, Inc.",Animation Comedy Family,monster infant energy supply company rivalry,John Goodman Billy Crystal Mary Gibbs Steve Buscemi James Coburn,7.5,5996
76170,The Wolverine,Action Science Fiction Adventure Fantasy,japan samurai mutant world war i marvel comic,Hugh Jackman Hiroyuki Sanada Famke Janssen Will Yun Lee Tao Okamoto,6.3,4053
1893,Star Wars: Episode I - The Phantom Menace,Adventure Action Science Fiction,prophecy senate queen taskmaster galaxy,Liam Neeson Ewan McGregor Natalie Portman Jake Lloyd Ian McDiarmid,6.3,4432
49519,The Croods,Adventure Animation Comedy Family Fantasy,stone age daughter father prehistoric ancient world,Nicolas Cage Emma Stone Ryan Reynolds Catherine Keener Cloris Leachman,6.8,2399
2395,Asterix at the Olympic Games,Fantasy Adventure Comedy Family,competition greece colosseum olympic games emperor,Clovis Cornillac G\u00e9rard Depardieu Franck Dubosc Jos\u00e9 Garcia St\u00e9phane Rousseau,5.0,471
12100,Windtalkers,Drama Action History War,japan world war ii radio transmission marine corps u.s. army,Nicolas Cage Adam Beach Peter Stormare Noah Emmerich Mark Ruffalo,5.8,341
290595,The Huntsman: Winter's War,Action Adventure Drama,witch magic fairy tale snow white huntsman,Chris Hemsworth Charlize Theron Emily Blunt Jessica Chastain Nick Frost,6.0,1523
98566,Teenage Mutant Ninja Turtles,Science Fiction Action Adventure Fantasy Comedy,martial arts terrorist hero mutation van,Megan Fox Will Arnett William Fichtner Alan Ritchson Noel Fisher,5.8,2636
49047,Gravity,Science Fiction Thriller Drama,space mission loss space astronaut trapped in space,Sandra Bullock George Clooney Ed Harris Orto Ignatiussen Phaldut Sharma,7.3,5751
9619,Dante's Peak,Action Adventure Thriller,helicopter small town mayor evacuation motel,Pierce Brosnan Linda Hamilton Jamie Ren\u00e9e Smith Jeremy Foley Elizabeth Hoffman,5.7,428
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,Fantasy Action Adventure Comedy,brother brother relationship turtle sequel based on comic book ninja,Megan Fox Stephen Amell Will Arnett Laura Linney Pete Ploszek,5.8,963
166424,Fantastic Four,Action Adventure Science Fiction,teleportation transformation telekinesis portal marvel comic,Miles Teller Kate Mara Michael B. Jordan Jamie Bell Toby Kebbell,4.4,2278
1593,Night at the Museum,Action Adventure Comedy Family Fantasy,museum skeleton night shift chaos genghis khan,Ben Stiller Jake Cherry Carla Gugino Robin Williams Dick Van Dyke,6.3,2862
